bayes,locus
0.3548387096774194,Rv0026
0.2857142857142857,Rv0029
0.3230769230769231,Rv0064-vapB1
0.2112676056338028,Rv0067c-Rv0068
0.32894736842105265,hddA
0.25316455696202533,Rv0147
0.3125,Rv0149
0.3157894736842105,Rv0161
0.36,mmpL11-Rv0203
0.3108108108108108,fadE3
0.36764705882352944,Rv0249c-Rv0250c
0.3333333333333333,pks6
0.29411764705882354,glnH
0.28378378378378377,senX3-regX3
0.21428571428571427,Rv0499
0.36,gabP
0.2535211267605634,nrdZ
0.423728813559322,Rv0584
0.2463768115942029,mce2D
0.29577464788732394,galTb
0.19718309859154928,Rv0634A
0.3333333333333333,Rv0689c-Rv0690c
0.3380281690140845,Rv0698
0.33962264150943394,atsA
0.3218390804597701,Rv0750-mmsB
0.2261904761904762,mshD-phoT
0.24285714285714285,Rv0830
0.36619718309859156,far-Rv0856
0.2948717948717949,Rv0890c
0.3333333333333333,Rv0922-Rv0923c
0.29333333333333333,Rv0927c
0.2857142857142857,pstS2
0.3188405797101449,Rv0943c
0.30434782608695654,Rv1012
0.4305555555555556,Rv1139c-Rv1140
0.34375,Rv1179c-pks3
0.2638888888888889,ncrMT1234-esxK
0.26666666666666666,Rv1322
0.358974358974359,Rv1435c
0.3246753246753247,Rv1488
0.38666666666666666,Rv1498c
0.23943661971830985,Rv1503c
0.31746031746031744,Rv1506c-Rv1507c
0.34285714285714286,fadD11
0.2962962962962963,cya
0.33707865168539325,pks8
0.22784810126582278,Rv1672c
0.3050847457627119,Rv1729c
0.30303030303030304,Rv1841c
0.2714285714285714,Rv1868
0.2028985507246377,Rv1895
0.3108108108108108,mce3C
0.2608695652173913,Rv1977
0.3146067415730337,Rv1996
0.23863636363636365,Rv2059
0.3,Rv2081c
0.22857142857142856,Rv2082
0.25757575757575757,vapB37-Rv2105
0.3466666666666667,Rv2106-PE22
0.3287671232876712,Rv2113
0.3055555555555556,Rv2227
0.25,Rv2248-glpD1
0.26865671641791045,cyp121
0.22388059701492538,stp
0.3333333333333333,mbtI-Rv2387
0.3448275862068966,Rv2390c-sirA
0.23076923076923078,Rv2478c
0.2987012987012987,bkdB
0.24096385542168675,scoA
0.3076923076923077,Rv2562
0.208955223880597,Rv2625c
0.21428571428571427,Rv2630-Rv2631
0.3333333333333333,Rv2660c
0.29850746268656714,Rv2706c
0.25609756097560976,Rv2797c
0.24615384615384617,Rv2809
0.25675675675675674,Rv2823c
0.2823529411764706,ugpA
0.31645569620253167,ppsA
0.24074074074074073,Rv3175
0.2916666666666667,Rv3337
0.3246753246753247,PPE55-Rv3348
0.3291139240506329,dnaE2
0.3181818181818182,lytB1
0.2988505747126437,Rv3395c-Rv3395A
0.23684210526315788,alr-Rv3424c
0.32857142857142857,Rv3468c
0.3225806451612903,cyp125
0.2028985507246377,mutY
0.3157894736842105,dppD
0.36666666666666664,serV-Rv3723
0.38028169014084506,cut5b
0.26785714285714285,ctpJ-nmtR
0.34285714285714286,Rv3769
0.17142857142857143,Rv3787c
0.3333333333333333,Rv3836
0.2714285714285714,MTS2975-Rv3844
0.3,espE
0.21666666666666667,espK
0.21875,Rv3900c
0.25,gid
0.29069767441860467,dnaA-dnaN
0.21794871794871795,recF
0.265625,Rv0007
0.3625,alaT-Rv0008c
0.23529411764705882,pstP-fhaB
0.3026315789473684,Rv0031-bioF2
0.30666666666666664,bioF2
0.3466666666666667,Rv0039c
0.23076923076923078,Rv0042c
0.2911392405063291,Rv0047c
0.4166666666666667,Rv0061c
0.25333333333333335,Rv0067c
0.3048780487804878,Rv0073
0.3253012048192771,Rv0075
0.2716049382716049,Rv0079
0.3492063492063492,Rv0080
0.30985915492957744,Rv0093c
0.2692307692307692,nrp
0.3013698630136986,Rv0106-ctpI
0.225,ctpI
0.24390243902439024,Rv0108c-PE_PGRS1
0.1896551724137931,oxyS
0.2916666666666667,cyp138
0.3194444444444444,fadD5
0.25609756097560976,yrbE1A
0.26666666666666666,yrbE1B
0.3559322033898305,mce1A
0.29310344827586204,Rv0178
0.27380952380952384,Rv0181c
0.2571428571428571,Rv0187
0.29850746268656714,ilvD
0.2972972972972973,Rv0194
0.3466666666666667,Rv0197
0.32894736842105265,zmp1
0.2,Rv0201c
0.21875,mmpL11
0.4024390243902439,pckA
0.2876712328767123,nadR
0.2647058823529412,Rv0213c
0.2894736842105263,fadE3-Rv0216
0.2571428571428571,lipW
0.2222222222222222,Rv0223c
0.23333333333333334,Rv0226c
0.21875,fadE5
0.29333333333333333,fadE5-Rv0245
0.3037974683544304,Rv0259c
0.3132530120481928,Rv0260c
0.29577464788732394,Rv0264c
0.3076923076923077,narU
0.3620689655172414,Rv0276
0.2987012987012987,eccB3
0.22535211267605634,tam
0.3333333333333333,pcp
0.2786885245901639,Rv0323c
0.2597402597402597,Rv0333
0.2692307692307692,Rv0364
0.3170731707317073,Rv0376c
0.3108108108108108,Rv0383c
0.2698412698412698,clpB-Rv0385
0.29333333333333333,lpqK
0.27941176470588236,ctpH
0.2911392405063291,Rv0461
0.3563218390804598,Rv0470A
0.36,Rv0473
0.27941176470588236,Rv0479c
0.3375,gpm1-senX3
0.24390243902439024,Rv0504c
0.3448275862068966,hemA
0.3157894736842105,Rv0525
0.34210526315789475,fabH
0.2682926829268293,Rv0538
0.31746031746031744,pitA
0.3448275862068966,Rv0552
0.3611111111111111,bpoC-menD
0.3283582089552239,menH
0.3157894736842105,Rv0572c
0.30120481927710846,Rv0576
0.375,Rv0579
0.2631578947368421,lpqN
0.2875,Rv0585c
0.32894736842105265,Rv0597c-vapC27
0.3194444444444444,B55
0.2125,Rv0610c
0.30120481927710846,recD
0.27419354838709675,recB
0.2987012987012987,recC
0.25,hadA
0.2777777777777778,Rv0647c
0.35443037974683544,Rv0648
0.3076923076923077,Rv0650
0.3253012048192771,Rv0650-rplJ
0.27472527472527475,vapC6-vapB6
0.10714285714285714,vapB8
0.30303030303030304,rpoB
0.3561643835616438,mmpL5
0.25,Rv0678-Rv0679c
0.2542372881355932,Rv0680c-Rv0681
0.4246575342465753,Rv0686
0.17567567567567569,lldD1-Rv0695
0.3670886075949367,rplD
0.2727272727272727,Rv0712-Rv0713
0.323943661971831,sppA
