bayes,locus
0.25882352941176473,Rv0026
0.22857142857142856,Rv0029
0.2876712328767123,Rv0064-vapB1
0.3333333333333333,Rv0067c-Rv0068
0.34523809523809523,hddA
0.36619718309859156,Rv0147
0.2236842105263158,Rv0149
0.32786885245901637,Rv0161
0.30666666666666664,mmpL11-Rv0203
0.16417910447761194,fadE3
0.3125,Rv0249c-Rv0250c
0.28,pks6
0.2571428571428571,glnH
0.3064516129032258,senX3-regX3
0.26582278481012656,Rv0499
0.37681159420289856,gabP
0.22388059701492538,nrdZ
0.25,Rv0584
0.3283582089552239,mce2D
0.2753623188405797,galTb
0.2948717948717949,Rv0634A
0.2714285714285714,Rv0689c-Rv0690c
0.203125,Rv0698
0.35,atsA
0.20512820512820512,Rv0750-mmsB
0.2727272727272727,mshD-phoT
0.2857142857142857,Rv0830
0.2608695652173913,far-Rv0856
0.26666666666666666,Rv0890c
0.25806451612903225,Rv0922-Rv0923c
0.21794871794871795,Rv0927c
0.24615384615384617,pstS2
0.3333333333333333,Rv0943c
0.18309859154929578,Rv1012
0.3287671232876712,Rv1139c-Rv1140
0.3055555555555556,Rv1179c-pks3
0.2236842105263158,ncrMT1234-esxK
0.30158730158730157,Rv1322
0.2631578947368421,Rv1435c
0.3333333333333333,Rv1488
0.2597402597402597,Rv1498c
0.17647058823529413,Rv1503c
0.25,Rv1506c-Rv1507c
0.2222222222222222,fadD11
0.2857142857142857,cya
0.28169014084507044,pks8
0.28378378378378377,Rv1672c
0.2982456140350877,Rv1729c
0.323943661971831,Rv1841c
0.34375,Rv1868
0.2727272727272727,Rv1895
0.3,mce3C
0.3287671232876712,Rv1977
0.3466666666666667,Rv1996
0.2911392405063291,Rv2059
0.3548387096774194,Rv2081c
0.2631578947368421,Rv2082
0.2835820895522388,vapB37-Rv2105
0.2328767123287671,Rv2106-PE22
0.32142857142857145,Rv2113
0.15789473684210525,Rv2227
0.2777777777777778,Rv2248-glpD1
0.2916666666666667,cyp121
0.24285714285714285,stp
0.2857142857142857,mbtI-Rv2387
0.22535211267605634,Rv2390c-sirA
0.25925925925925924,Rv2478c
0.25,bkdB
0.36363636363636365,scoA
0.25,Rv2562
0.29850746268656714,Rv2625c
0.31343283582089554,Rv2630-Rv2631
0.2835820895522388,Rv2660c
0.3026315789473684,Rv2706c
0.37142857142857144,Rv2797c
0.15384615384615385,Rv2809
0.3611111111111111,Rv2823c
0.2608695652173913,ugpA
0.18666666666666668,ppsA
0.3380281690140845,Rv3175
0.22807017543859648,Rv3337
0.32558139534883723,PPE55-Rv3348
0.23809523809523808,dnaE2
0.2125,lytB1
0.2077922077922078,Rv3395c-Rv3395A
0.26865671641791045,alr-Rv3424c
0.27472527472527475,Rv3468c
0.3387096774193548,cyp125
0.33783783783783783,mutY
0.25333333333333335,dppD
0.2608695652173913,serV-Rv3723
0.3448275862068966,cut5b
0.23376623376623376,ctpJ-nmtR
0.3488372093023256,Rv3769
0.30120481927710846,Rv3787c
0.2459016393442623,Rv3836
0.2328767123287671,MTS2975-Rv3844
0.22784810126582278,espE
0.3620689655172414,espK
0.3,Rv3900c
0.3150684931506849,gid
0.25842696629213485,dnaA-dnaN
0.26153846153846155,recF
0.16216216216216217,Rv0007
0.32857142857142857,alaT-Rv0008c
0.3548387096774194,pstP-fhaB
0.21875,Rv0031-bioF2
0.2641509433962264,bioF2
0.25,Rv0039c
0.24675324675324675,Rv0042c
0.23170731707317074,Rv0047c
0.2318840579710145,Rv0061c
0.36619718309859156,Rv0067c
0.3026315789473684,Rv0073
0.2857142857142857,Rv0075
0.14705882352941177,Rv0079
0.30666666666666664,Rv0080
0.23880597014925373,Rv0093c
0.2553191489361702,nrp
0.2653061224489796,Rv0106-ctpI
0.3333333333333333,ctpI
0.24050632911392406,Rv0108c-PE_PGRS1
0.2898550724637681,oxyS
0.29333333333333333,cyp138
0.1511627906976744,fadD5
0.3225806451612903,yrbE1A
0.296875,yrbE1B
0.29577464788732394,mce1A
0.2077922077922078,Rv0178
0.20270270270270271,Rv0181c
0.273972602739726,Rv0187
0.2537313432835821,ilvD
0.3037974683544304,Rv0194
0.30434782608695654,Rv0197
0.27631578947368424,zmp1
0.17647058823529413,Rv0201c
0.288135593220339,mmpL11
0.21875,pckA
0.3026315789473684,nadR
0.26744186046511625,Rv0213c
0.3,fadE3-Rv0216
0.2,lipW
0.34328358208955223,Rv0223c
0.25862068965517243,Rv0226c
0.28378378378378377,fadE5
0.3333333333333333,fadE5-Rv0245
0.30985915492957744,Rv0259c
0.3287671232876712,Rv0260c
0.22580645161290322,Rv0264c
0.2345679012345679,narU
0.19696969696969696,Rv0276
0.3103448275862069,eccB3
0.29850746268656714,tam
0.30666666666666664,pcp
0.2619047619047619,Rv0323c
0.2638888888888889,Rv0333
0.2318840579710145,Rv0364
0.1935483870967742,Rv0376c
0.1791044776119403,Rv0383c
0.23333333333333334,clpB-Rv0385
0.2638888888888889,lpqK
0.23076923076923078,ctpH
0.29310344827586204,Rv0461
0.2857142857142857,Rv0470A
0.328125,Rv0473
0.2112676056338028,Rv0479c
0.328125,gpm1-senX3
0.31645569620253167,Rv0504c
0.2564102564102564,hemA
0.23684210526315788,Rv0525
0.23943661971830985,fabH
0.3103448275862069,Rv0538
0.26865671641791045,pitA
0.3287671232876712,Rv0552
0.2875,bpoC-menD
0.2465753424657534,menH
0.3561643835616438,Rv0572c
0.2222222222222222,Rv0576
0.3333333333333333,Rv0579
0.20833333333333334,lpqN
0.2753623188405797,Rv0585c
0.2976190476190476,Rv0597c-vapC27
0.2857142857142857,B55
0.3333333333333333,Rv0610c
0.34782608695652173,recD
0.3835616438356164,recB
0.2698412698412698,recC
0.3116883116883117,hadA
0.2702702702702703,Rv0647c
0.22535211267605634,Rv0648
0.3,Rv0650
0.23529411764705882,Rv0650-rplJ
0.24390243902439024,vapC6-vapB6
0.208955223880597,vapB8
0.1527777777777778,rpoB
0.3246753246753247,mmpL5
0.3188405797101449,Rv0678-Rv0679c
0.2328767123287671,Rv0680c-Rv0681
0.2537313432835821,Rv0686
0.2777777777777778,lldD1-Rv0695
0.29411764705882354,rplD
0.2222222222222222,Rv0712-Rv0713
0.24193548387096775,sppA
0.2625,xylB
0.2972972972972973,Rv0731c
0.30985915492957744,secY
0.3050847457627119,rslA
0.2222222222222222,Rv0739
0.2948717948717949,phoP
0.17647058823529413,phoR
0.31746031746031744,Rv0760c
0.25,aldA
0.18333333333333332,Rv0774c
0.21333333333333335,Rv0779c
0.35802469135802467,Rv0790c
0.2835820895522388,Rv0813c
0.2625,Rv0818
0.2,Rv0831c
0.35714285714285715,lpqQ
0.21052631578947367,pip
0.2911392405063291,Rv0845
0.30985915492957744,lpqS-cysK2
0.3026315789473684,prrB
0.38235294117647056,accD3
0.23880597014925373,echA6
0.2638888888888889,Rv0907
0.2463768115942029,PE7-betP
0.25316455696202533,betP
0.3088235294117647,Rv0923c
0.2948717948717949,Rv0925c
0.22058823529411764,Rv0926c
0.3181818181818182,pstS2-pstB
0.23529411764705882,pstA2
0.19718309859154928,mku
0.26153846153846155,pgi
0.2714285714285714,uvrD1
0.23529411764705882,purH
0.2911392405063291,Rv0966c-csoR
0.2608695652173913,ctpV
0.265625,echA7
0.3,Rv0976c
0.20270270270270271,Rv0986
0.2857142857142857,Rv0987
0.2463768115942029,Rv0998
0.3125,rpfB
0.2926829268292683,mfd
0.25,lpqU
0.2638888888888889,eno
0.26153846153846155,kdpB
0.32857142857142857,PE8-Rv1041c
0.36231884057971014,Rv1056-Rv1057
0.27419354838709675,Rv1069c
0.3157894736842105,Rv1072-Rv1073
0.37333333333333335,Rv1087A-PE9
0.2716049382716049,PE10-celA2a
0.32857142857142857,glpX
0.32967032967032966,Rv1101c-mazF3
0.20634920634920634,Rv1112-vapB32
0.30952380952380953,Rv1115-Rv1116
0.3382352941176471,Rv1118c
0.25,Rv1132
0.28378378378378377,metE-Rv1134
0.2602739726027397,mcr
0.19117647058823528,mcr10
0.29333333333333333,mutT2-narG
0.2463768115942029,typA
0.265625,lpqW
0.29577464788732394,Rv1176c
0.2328767123287671,Rv1179c
0.3611111111111111,Rv1184c-fadD21
0.23170731707317074,fadD21
0.27419354838709675,Rv1186c-rocA
0.2835820895522388,Rv1190
0.2535211267605634,esxK-esxL
0.19444444444444445,Rv1218c
0.36666666666666664,sigE
0.23809523809523808,lpqX
0.35,Rv1251c
0.32857142857142857,Rv1258c
0.3698630136986301,Rv1265
0.35135135135135137,embR-Rv1268c
0.34444444444444444,Rv1268c
0.28125,Rv1278
0.2682926829268293,oppB
0.26666666666666666,oppB-canA
0.2571428571428571,Rv1289-Rv1290c
0.32,Rv1290c
0.2714285714285714,Rv1290A-Rv1291c
0.16666666666666666,thrA
0.36538461538461536,thrC
0.28,mcr3
0.2112676056338028,rrs
0.28169014084507044,Rv1319c
0.23529411764705882,glgE
0.25396825396825395,glgP
0.28378378378378377,leuW-irtA
0.3698630136986301,moeY
0.171875,Rv1356c-Rv1357c
0.2537313432835821,Rv1366A
