bayes,locus
0.3142857142857143,Rv0024
0.2537313432835821,Rv0045c
0.21518987341772153,Rv0063
0.25316455696202533,Rv0090
0.32432432432432434,ephF
0.25,Rv0176
0.2647058823529412,PE_PGRS3-PE_PGRS4
0.30303030303030304,pks6
0.2236842105263158,Rv0420c-Rv0421c
0.24691358024691357,senX3-regX3
0.25609756097560976,Rv0576
0.17105263157894737,mce2B
0.27848101265822783,Rv0759c-Rv0760c
0.3230769230769231,ptrBb-emrB
0.203125,Rv0794c-Rv0795
0.16216216216216217,Rv0823c
0.2948717948717949,Rv0888
0.23333333333333334,Rv0927c
0.2571428571428571,Rv1042c-Rv1043c
0.2375,Rv1045
0.2564102564102564,Rv1179c-pks3
0.25675675675675674,Rv1225c
0.15384615384615385,Rv1258c
0.2833333333333333,mcr11
0.2564102564102564,Rv1269c
0.24675324675324675,opcA
0.30864197530864196,Rv1506c-Rv1507c
0.24390243902439024,plsB1
0.26666666666666666,Rv1730c
0.24242424242424243,Rv1775
0.2535211267605634,Rv1907c
0.3157894736842105,ctpF
0.28735632183908044,dosT
0.3050847457627119,Rv2061c-cobN
0.23595505617977527,lppJ
0.24705882352941178,Rv2081c
0.2948717948717949,Rv2148c
0.2972972972972973,Rv2264c
0.21875,mmpL9
0.3684210526315789,plcA-PPE38
0.2857142857142857,Rv2405-Rv2406c
0.2909090909090909,Rv2437
0.19736842105263158,vapB17
0.21428571428571427,vapB18
0.32857142857142857,Rv2709
0.358974358974359,Rv2823c
0.2537313432835821,cobB
0.2361111111111111,Rv2862c-vapB23
0.328125,lppW-trmD
0.32857142857142857,Rv2923c
0.19718309859154928,ppsA
0.18333333333333332,dinP
0.27692307692307694,Rv3428c-PPE59
0.32142857142857145,Rv3483c
0.19402985074626866,ddn-Rv3548c
0.24705882352941178,ponA2-Rv3683
0.18571428571428572,Rv3766
0.26153846153846155,lipE-Rv3776
0.18461538461538463,Rv3785
0.27941176470588236,Rv3802c-fbpD
0.23880597014925373,Rv3829c
0.28,Rv3830c
0.2625,Rv3847
0.29577464788732394,eccC2
0.2923076923076923,dnaA-dnaN
0.208955223880597,alaT-Rv0008c
0.2876712328767123,Rv0012
0.2786885245901639,pknB
0.17721518987341772,pknA
0.23880597014925373,fhaA-leuT
0.2647058823529412,whiB5-Rv0023
0.3387096774193548,bioF2
0.352112676056338,fadD34
0.3037974683544304,fadD34-Rv0036c
0.265625,Rv0036c
0.25,leuS
0.2878787878787879,dnaB
0.21052631578947367,dnaB-Rv0059
0.2564102564102564,Rv0061c
0.2222222222222222,Rv0067c-Rv0068
0.2857142857142857,glyA2-Rv0071
0.2898550724637681,Rv0078A
0.203125,hycE-Rv0088
0.28169014084507044,Rv0088-Rv0089
0.3448275862068966,Rv0104
0.2647058823529412,ctpI
0.35064935064935066,hddA
0.24390243902439024,hddA-ldtA
0.23333333333333334,oxyS
0.3103448275862069,fusA2
0.28378378378378377,pepA
0.3,mak
0.19117647058823528,cyp138
0.25882352941176473,mce1D
0.2236842105263158,mce1F
0.2,sigG
0.3125,Rv0185
0.25,Rv0194
0.18309859154929578,Rv0210-pckA
0.2,lipW
0.25,Rv0221
0.27692307692307694,echA1
0.2876712328767123,Rv0223c
0.3150684931506849,Rv0226c
0.26666666666666666,Rv0245
0.2597402597402597,nirB
0.275,Rv0258c
0.23684210526315788,oplA
0.34285714285714286,fadD2
0.24,vapB25
0.26153846153846155,eccD3
0.17333333333333334,Rv0302
0.273972602739726,Rv0311
0.2463768115942029,Rv0315
0.15517241379310345,Rv0330c-Rv0331
0.20512820512820512,lpqJ
0.3050847457627119,Rv0376c
0.3048780487804878,Rv0380c
0.25,Rv0398c
0.3382352941176471,fadD30
0.21333333333333335,Rv0439c-groEL2
0.25675675675675674,rskA
0.3561643835616438,sigK-Rv0446c
0.3150684931506849,mmpS4-Rv0452
0.3,Rv0452
0.2898550724637681,Rv0457c
0.35064935064935066,pcaA-Rv0470A
0.3181818181818182,mshA
0.23529411764705882,Rv0492c
0.2028985507246377,Rv0518-Rv0519c
0.2602739726027397,ccsA
0.18309859154929578,Rv0530
0.22857142857142856,galE3
0.32857142857142857,Rv0537c
0.3333333333333333,vapB3-fadD8
0.20588235294117646,Rv0565c
0.21839080459770116,Rv0575c
0.2923076923076923,Rv0585c-mce2R
0.2777777777777778,yrbE2B
0.3333333333333333,mce2F
0.26506024096385544,Rv0597c-vapC27
0.2054794520547945,tcrA-Rv0603
0.3333333333333333,Rv0613c
0.2878787878787879,recD
0.32894736842105265,mmaA2
0.352112676056338,atsD
0.2318840579710145,echA4
0.2923076923076923,mmpL5
0.2711864406779661,Rv0679c
0.2236842105263158,Rv0691c
0.2894736842105263,Rv0697
0.3220338983050847,Rv0699
0.24675324675324675,Rv0745
0.1780821917808219,Rv0749A-Rv0750
0.28169014084507044,phoP
0.2537313432835821,aldA
0.26153846153846155,ggtA
0.28,Rv0775
0.21686746987951808,cpsY
0.25,purF
0.3484848484848485,sseC2
0.23684210526315788,Rv0825c
0.27058823529411763,narL
0.27631578947368424,pdc-Rv0854
0.3076923076923077,far
0.2608695652173913,dapC
0.2972972972972973,Rv0874c
0.30434782608695654,Rv0890c
0.2318840579710145,Rv0893c
0.323943661971831,Rv0893c-Rv0894
0.3235294117647059,Rv0907
0.29850746268656714,ctpE
0.2830188679245283,PE7-betP
0.29577464788732394,Rv0927c-pstS3
0.296875,Rv0959
0.37681159420289856,Rv0964c-Rv0965c
0.2903225806451613,mprB-pepD
0.3333333333333333,Rv0987
0.2835820895522388,Rv0988
0.29508196721311475,Rv0991c-Rv0992c
0.234375,rimJ
0.18840579710144928,eno
0.24193548387096775,kdpE
0.32432432432432434,Rv1046c
0.22727272727272727,Rv1048c
0.21686746987951808,mpr5-Rv1052
0.1917808219178082,fadD14
0.3026315789473684,Rv1063c-lpqV
0.25316455696202533,Rv1072-Rv1073
0.2112676056338028,lipU
0.2948717948717949,celA2b
0.27631578947368424,MTS0858-glyA1
0.323943661971831,Rv1136-Rv1137c
0.25,Rv1152
0.2916666666666667,pimE
0.29333333333333333,mutT2
0.2857142857142857,mutT2-narG
0.25,narJ
0.25,mmpL10
0.24358974358974358,fadD36
0.31343283582089554,fadD6
0.21621621621621623,Rv1217c
0.2923076923076923,Rv1227c-lpqX
0.18181818181818182,Rv1230c-Rv1231c
0.2972972972972973,embR-Rv1268c
0.21621621621621623,Rv1289-Rv1290c
0.24358974358974358,thrC
0.2926829268292683,dinG
0.2898550724637681,Rv1357c-Rv1358
0.31343283582089554,lprF
0.22535211267605634,carA
0.25806451612903225,lipI
0.30434782608695654,lprH-Rv1419
0.2972972972972973,uvrC
0.2875,Rv1432-Rv1433
0.29577464788732394,Rv1435c
0.2465753424657534,Rv1439c
0.35,bisC
0.32,tal
0.225,Rv1458c
0.2676056338028169,Rv1461
0.27906976744186046,Rv1463
0.2714285714285714,Rv1478-moxR1
0.33783783783783783,Rv1489
0.23943661971830985,lipL
0.2054794520547945,Rv1505c
0.25301204819277107,Rv1507A-Rv1508c
0.25609756097560976,Rv1509-Rv1510
0.3125,Rv1515c
0.208955223880597,Rv1516c
0.23076923076923078,Rv1516c-Rv1517
0.2702702702702703,Rv1520
0.2441860465116279,mmpL12
0.35,pks5
0.2857142857142857,Rv1532c
0.2318840579710145,ansA
0.27848101265822783,treX
0.36666666666666664,Rv1566c-Rv1567c
0.3559322033898305,pykA
0.29069767441860467,polA
0.25675675675675674,uvrB
0.2786885245901639,lysX
0.3088235294117647,pks7
0.2857142857142857,pks8
0.23214285714285715,dsbF-Rv1678
0.2638888888888889,moeX
0.273972602739726,moeX-Rv1682
0.34328358208955223,cycA-PPE22
0.14285714285714285,Rv1739c
0.2727272727272727,Rv1769
0.358974358974359,cyp143
0.3,secA2
0.28125,Rv1823
0.26582278481012656,gcvH
0.2972972972972973,Rv1835c
0.29850746268656714,glcB
0.2898550724637681,guaB1-gnd1
0.2222222222222222,Rv1847
0.25,lldD2
0.2375,Rv1877
0.3050847457627119,Rv1879-cyp140
0.26582278481012656,Rv1888c-Rv1888A
0.28169014084507044,Rv1891
0.29411764705882354,Rv1894c-Rv1895
0.2375,Rv1904
0.2894736842105263,Rv1920
0.2835820895522388,lppF-Rv1922
0.2571428571428571,Rv1924c-fadD31
0.2,fadD31
0.27058823529411763,Rv1927
0.2948717948717949,fadE17
0.23255813953488372,Rv1936
0.30120481927710846,ephB
0.29850746268656714,mce3D
0.2891566265060241,Rv1972
0.2537313432835821,Rv1978
0.20588235294117646,nrdF1-vapC36
0.2597402597402597,Rv1986
0.23943661971830985,Rv1987-erm(37)
0.3,Rv1999c
0.24675324675324675,Rv2000
0.17721518987341772,Rv2023A
0.2597402597402597,Rv2047c
0.25675675675675674,ASpks-Rv2049c
0.234375,Rv2052c
0.3333333333333333,rpmG1
0.18681318681318682,Rv2059
0.3783783783783784,cobN
0.20833333333333334,Rv2079
0.24242424242424243,Rv2082
0.3076923076923077,Rv2087-pknJ
0.3230769230769231,pknJ
0.26666666666666666,pepE
0.2318840579710145,pafB
0.2857142857142857,vapC37
0.24285714285714285,mpa-lppK
0.2571428571428571,Rv2120c-hisG
0.3181818181818182,metH
0.2602739726027397,Rv2128-Rv2129c
0.1320754716981132,pyrD
0.28169014084507044,PE_PGRS38-pbpB
0.22077922077922077,Rv2180c
0.24691358024691357,TB16.3-Rv2186c
0.19117647058823528,Rv2237-Rv2237A
0.3013698630136986,accD6
0.2698412698412698,Rv2248
0.2545454545454545,Rv2257c
0.28125,mazF8
0.22972972972972974,cyp121
0.273972602739726,Rv2280
0.2535211267605634,lppO
0.23880597014925373,Rv2308
0.3,uspA
0.2602739726027397,stp-cysK1
0.28125,esxO
0.24719101123595505,esxO-esxP
0.20430107526881722,plcC
0.26153846153846155,plcA
0.3048780487804878,PPE38-PPE39
0.2,Rv2355-PPE40
0.2972972972972973,Rv2366c
0.3064516129032258,mbtB
0.2236842105263158,Rv2395-mcr7
0.27058823529411763,subI
0.2191780821917808,Rv2433c
0.34177215189873417,obg
0.25,rpfE
0.2857142857142857,aglA
0.2835820895522388,lipQ
0.375,lipQ-argW
0.323943661971831,Rv2488c
0.2698412698412698,vapC38
0.26865671641791045,bkdC
0.25,bkdA-citE
0.3076923076923077,accD1
0.2903225806451613,Rv2516c
0.21794871794871795,Rv2525c-vapB17
0.36764705882352944,lppA
0.2948717948717949,lppB
0.3088235294117647,vapB20-Rv2551c
0.28169014084507044,Rv2562
0.3037974683544304,glnQ
0.3076923076923077,aspS-Rv2573
0.23809523809523808,dhaA
0.2535211267605634,Rv2621c
0.26506024096385544,hrp1-Rv2627c
0.2631578947368421,Rv2629
0.328125,Rv2632c-Rv2633c
0.34146341463414637,cadI-Rv2642
0.2375,Rv2644c-valT
0.25,valU-Rv2645
0.22580645161290322,Rv2647-Rv2648
0.29850746268656714,Rv2652c-Rv2653c
0.3561643835616438,Rv2659c-Rv2660c
0.2692307692307692,ceoB
0.18421052631578946,Rv2693c
0.2777777777777778,Rv2712c
0.25,fadE20
0.3392857142857143,recX
0.22727272727272727,Rv2800-mazF9
0.2222222222222222,Rv2808-Rv2809
0.36904761904761907,Rv2813-Rv2814c
0.20967741935483872,Rv2820c
0.26436781609195403,Rv2827c-Rv2828c
0.2903225806451613,Rv2828c
0.3,vapB22-echA16
0.27631578947368424,echA16
0.1891891891891892,Rv2864c-relF
0.175,mpt53-Rv2879c
0.1791044776119403,Rv2891
0.28169014084507044,fdhD
0.30357142857142855,lppW
0.3194444444444444,mas
0.328125,fadD28
0.325,fadD29
0.2676056338028169,fadD29-Rv2951c
0.30158730158730157,Rv2952
