bayes,locus
0.26666666666666666,Rv0024
0.2875,Rv0045c
0.20512820512820512,Rv0063
0.3333333333333333,Rv0090
0.3013698630136986,ephF
0.2631578947368421,Rv0176
0.2916666666666667,PE_PGRS3-PE_PGRS4
0.2911392405063291,pks6
0.3026315789473684,Rv0420c-Rv0421c
0.2835820895522388,senX3-regX3
0.2682926829268293,Rv0576
0.24242424242424243,mce2B
0.28378378378378377,Rv0759c-Rv0760c
0.22535211267605634,ptrBb-emrB
0.21739130434782608,Rv0794c-Rv0795
0.275,Rv0823c
0.32051282051282054,Rv0888
0.296875,Rv0927c
0.2191780821917808,Rv1042c-Rv1043c
0.2328767123287671,Rv1045
0.29850746268656714,Rv1179c-pks3
0.21794871794871795,Rv1225c
0.22535211267605634,Rv1258c
0.234375,mcr11
0.2361111111111111,Rv1269c
0.25555555555555554,opcA
0.19672131147540983,Rv1506c-Rv1507c
0.2702702702702703,plsB1
0.234375,Rv1730c
0.2948717948717949,Rv1775
0.2898550724637681,Rv1907c
0.2361111111111111,ctpF
0.22413793103448276,dosT
0.3181818181818182,Rv2061c-cobN
0.2676056338028169,lppJ
0.25609756097560976,Rv2081c
0.1794871794871795,Rv2148c
0.23529411764705882,Rv2264c
0.2786885245901639,mmpL9
0.25,plcA-PPE38
0.2558139534883721,Rv2405-Rv2406c
0.20833333333333334,Rv2437
0.2923076923076923,vapB17
0.37681159420289856,vapB18
0.25,Rv2709
0.25301204819277107,Rv2823c
0.26582278481012656,cobB
0.24324324324324326,Rv2862c-vapB23
0.3382352941176471,lppW-trmD
0.36231884057971014,Rv2923c
0.24285714285714285,ppsA
0.36585365853658536,dinP
0.2345679012345679,Rv3428c-PPE59
0.2631578947368421,Rv3483c
0.328125,ddn-Rv3548c
0.2,ponA2-Rv3683
0.265625,Rv3766
0.2463768115942029,lipE-Rv3776
0.24675324675324675,Rv3785
0.3333333333333333,Rv3802c-fbpD
0.1891891891891892,Rv3829c
0.2631578947368421,Rv3830c
0.28,Rv3847
0.3064516129032258,eccC2
0.2972972972972973,dnaA-dnaN
0.2608695652173913,alaT-Rv0008c
0.2345679012345679,Rv0012
0.26136363636363635,pknB
0.3972602739726027,pknA
0.3333333333333333,fhaA-leuT
0.3835616438356164,whiB5-Rv0023
0.29577464788732394,bioF2
0.3888888888888889,fadD34
0.2602739726027397,fadD34-Rv0036c
0.18309859154929578,Rv0036c
0.2222222222222222,leuS
0.36,dnaB
0.35064935064935066,dnaB-Rv0059
0.23170731707317074,Rv0061c
0.36065573770491804,Rv0067c-Rv0068
0.3492063492063492,glyA2-Rv0071
0.21333333333333335,Rv0078A
0.3150684931506849,hycE-Rv0088
0.2972972972972973,Rv0088-Rv0089
0.2631578947368421,Rv0104
0.38571428571428573,ctpI
0.3050847457627119,hddA
0.2714285714285714,hddA-ldtA
0.31645569620253167,oxyS
0.323943661971831,fusA2
0.23376623376623376,pepA
0.2537313432835821,mak
0.2602739726027397,cyp138
0.36666666666666664,mce1D
0.30434782608695654,mce1F
0.2976190476190476,sigG
0.24615384615384617,Rv0185
0.2459016393442623,Rv0194
0.28169014084507044,Rv0210-pckA
0.2413793103448276,lipW
0.23943661971830985,Rv0221
0.2753623188405797,echA1
0.275,Rv0223c
0.27710843373493976,Rv0226c
0.2647058823529412,Rv0245
0.23170731707317074,nirB
0.2857142857142857,Rv0258c
0.3,oplA
0.20833333333333334,fadD2
0.30303030303030304,vapB25
0.3142857142857143,eccD3
0.38028169014084506,Rv0302
0.23333333333333334,Rv0311
0.33766233766233766,Rv0315
0.19402985074626866,Rv0330c-Rv0331
0.2777777777777778,lpqJ
0.26,Rv0376c
0.3076923076923077,Rv0380c
0.2988505747126437,Rv0398c
0.34375,fadD30
0.3384615384615385,Rv0439c-groEL2
0.3287671232876712,rskA
0.2,sigK-Rv0446c
0.2702702702702703,mmpS4-Rv0452
0.3793103448275862,Rv0452
0.23943661971830985,Rv0457c
0.2413793103448276,pcaA-Rv0470A
0.26666666666666666,mshA
0.25301204819277107,Rv0492c
0.3333333333333333,Rv0518-Rv0519c
0.3194444444444444,ccsA
0.21333333333333335,Rv0530
0.22077922077922077,galE3
0.21875,Rv0537c
0.1836734693877551,vapB3-fadD8
0.34328358208955223,Rv0565c
0.26666666666666666,Rv0575c
0.29850746268656714,Rv0585c-mce2R
0.21428571428571427,yrbE2B
0.2676056338028169,mce2F
0.19117647058823528,Rv0597c-vapC27
0.3387096774193548,tcrA-Rv0603
0.30303030303030304,Rv0613c
0.21333333333333335,recD
0.2727272727272727,mmaA2
0.3116883116883117,atsD
0.25806451612903225,echA4
0.234375,mmpL5
0.2535211267605634,Rv0679c
0.25,Rv0691c
0.24324324324324326,Rv0697
0.26666666666666666,Rv0699
0.2948717948717949,Rv0745
0.3055555555555556,Rv0749A-Rv0750
0.38095238095238093,phoP
0.24193548387096775,aldA
0.27058823529411763,ggtA
0.25609756097560976,Rv0775
0.1875,cpsY
0.19696969696969696,purF
0.24,sseC2
0.35294117647058826,Rv0825c
0.3974358974358974,narL
0.359375,pdc-Rv0854
0.2857142857142857,far
0.2753623188405797,dapC
0.3380281690140845,Rv0874c
0.2777777777777778,Rv0890c
0.25,Rv0893c
0.2835820895522388,Rv0893c-Rv0894
0.2727272727272727,Rv0907
0.24675324675324675,ctpE
0.23684210526315788,PE7-betP
0.15625,Rv0927c-pstS3
0.1744186046511628,Rv0959
0.2441860465116279,Rv0964c-Rv0965c
0.3088235294117647,mprB-pepD
0.21818181818181817,Rv0987
0.32432432432432434,Rv0988
0.208955223880597,Rv0991c-Rv0992c
0.2328767123287671,rimJ
0.22388059701492538,eno
0.2463768115942029,kdpE
0.32786885245901637,Rv1046c
0.30303030303030304,Rv1048c
0.30120481927710846,mpr5-Rv1052
0.2631578947368421,fadD14
0.3387096774193548,Rv1063c-lpqV
0.22950819672131148,Rv1072-Rv1073
0.25333333333333335,lipU
0.225,celA2b
0.30985915492957744,MTS0858-glyA1
0.3150684931506849,Rv1136-Rv1137c
0.32,Rv1152
0.358974358974359,pimE
0.3150684931506849,mutT2
0.23684210526315788,mutT2-narG
0.29577464788732394,narJ
0.3442622950819672,mmpL10
0.19672131147540983,fadD36
0.28205128205128205,fadD6
0.30434782608695654,Rv1217c
0.2602739726027397,Rv1227c-lpqX
0.2459016393442623,Rv1230c-Rv1231c
0.23943661971830985,embR-Rv1268c
0.2564102564102564,Rv1289-Rv1290c
0.17567567567567569,thrC
0.32,dinG
0.2631578947368421,Rv1357c-Rv1358
0.2878787878787879,lprF
0.29347826086956524,carA
0.34285714285714286,lipI
0.22784810126582278,lprH-Rv1419
0.31343283582089554,uvrC
0.29850746268656714,Rv1432-Rv1433
0.2191780821917808,Rv1435c
0.29577464788732394,Rv1439c
0.3150684931506849,bisC
0.2857142857142857,tal
0.30666666666666664,Rv1458c
0.2777777777777778,Rv1461
0.24,Rv1463
0.30666666666666664,Rv1478-moxR1
0.25609756097560976,Rv1489
0.3076923076923077,lipL
0.20588235294117646,Rv1505c
0.2903225806451613,Rv1507A-Rv1508c
0.2441860465116279,Rv1509-Rv1510
0.3230769230769231,Rv1515c
0.36046511627906974,Rv1516c
0.23076923076923078,Rv1516c-Rv1517
0.2777777777777778,Rv1520
0.3125,mmpL12
0.3382352941176471,pks5
0.296875,Rv1532c
0.25,ansA
0.2923076923076923,treX
0.3,Rv1566c-Rv1567c
0.1935483870967742,pykA
0.3157894736842105,polA
0.2876712328767123,uvrB
0.2727272727272727,lysX
0.21739130434782608,pks7
0.2894736842105263,pks8
0.29411764705882354,dsbF-Rv1678
0.2835820895522388,moeX
0.2833333333333333,moeX-Rv1682
0.2,cycA-PPE22
0.28205128205128205,Rv1739c
0.3125,Rv1769
0.24324324324324326,cyp143
0.3448275862068966,secA2
0.2753623188405797,Rv1823
0.24675324675324675,gcvH
0.2972972972972973,Rv1835c
0.32051282051282054,glcB
0.2535211267605634,guaB1-gnd1
0.3150684931506849,Rv1847
0.27419354838709675,lldD2
0.2894736842105263,Rv1877
0.29069767441860467,Rv1879-cyp140
0.390625,Rv1888c-Rv1888A
0.26666666666666666,Rv1891
0.2916666666666667,Rv1894c-Rv1895
0.30612244897959184,Rv1904
0.2727272727272727,Rv1920
0.29411764705882354,lppF-Rv1922
0.375,Rv1924c-fadD31
0.375,fadD31
0.2676056338028169,Rv1927
0.2676056338028169,fadE17
0.23333333333333334,Rv1936
0.225,ephB
0.22535211267605634,mce3D
0.3068181818181818,Rv1972
0.27710843373493976,Rv1978
0.32857142857142857,nrdF1-vapC36
0.2,Rv1986
0.32894736842105265,Rv1987-erm(37)
0.3055555555555556,Rv1999c
0.2716049382716049,Rv2000
0.29411764705882354,Rv2023A
0.2,Rv2047c
0.273972602739726,ASpks-Rv2049c
0.3698630136986301,Rv2052c
0.32098765432098764,rpmG1
0.32558139534883723,Rv2059
0.26785714285714285,cobN
0.24675324675324675,Rv2079
0.323943661971831,Rv2082
0.3382352941176471,Rv2087-pknJ
0.3132530120481928,pknJ
0.19753086419753085,pepE
0.30434782608695654,pafB
0.23943661971830985,vapC37
0.3114754098360656,mpa-lppK
0.24242424242424243,Rv2120c-hisG
0.23076923076923078,metH
0.323943661971831,Rv2128-Rv2129c
0.2898550724637681,pyrD
0.28,PE_PGRS38-pbpB
0.22413793103448276,Rv2180c
0.24,TB16.3-Rv2186c
0.26865671641791045,Rv2237-Rv2237A
0.296875,accD6
0.2876712328767123,Rv2248
0.275,Rv2257c
0.3108108108108108,mazF8
0.26666666666666666,cyp121
0.22535211267605634,Rv2280
0.25806451612903225,lppO
0.20833333333333334,Rv2308
0.323943661971831,uspA
0.26666666666666666,stp-cysK1
0.15625,esxO
0.18292682926829268,esxO-esxP
0.23728813559322035,plcC
0.2714285714285714,plcA
0.28378378378378377,PPE38-PPE39
0.3090909090909091,Rv2355-PPE40
0.3684210526315789,Rv2366c
0.3023255813953488,mbtB
0.30666666666666664,Rv2395-mcr7
0.2923076923076923,subI
0.3170731707317073,Rv2433c
0.3088235294117647,obg
0.23076923076923078,rpfE
0.2631578947368421,aglA
0.3333333333333333,lipQ
0.25333333333333335,lipQ-argW
0.203125,Rv2488c
0.3709677419354839,vapC38
0.24324324324324326,bkdC
0.2638888888888889,bkdA-citE
0.24705882352941178,accD1
0.3026315789473684,Rv2516c
0.37333333333333335,Rv2525c-vapB17
0.3,lppA
0.19480519480519481,lppB
0.28378378378378377,vapB20-Rv2551c
0.29069767441860467,Rv2562
0.24050632911392406,glnQ
0.28205128205128205,aspS-Rv2573
0.2976190476190476,dhaA
0.19117647058823528,Rv2621c
0.2608695652173913,hrp1-Rv2627c
0.29411764705882354,Rv2629
0.22784810126582278,Rv2632c-Rv2633c
0.2222222222222222,cadI-Rv2642
0.33766233766233766,Rv2644c-valT
0.37681159420289856,valU-Rv2645
0.3,Rv2647-Rv2648
0.23076923076923078,Rv2652c-Rv2653c
0.25,Rv2659c-Rv2660c
0.2459016393442623,ceoB
0.24096385542168675,Rv2693c
0.2037037037037037,Rv2712c
0.3333333333333333,fadE20
0.3559322033898305,recX
0.36231884057971014,Rv2800-mazF9
0.2702702702702703,Rv2808-Rv2809
0.29411764705882354,Rv2813-Rv2814c
0.2,Rv2820c
0.30985915492957744,Rv2827c-Rv2828c
0.22666666666666666,Rv2828c
0.2823529411764706,vapB22-echA16
0.2698412698412698,echA16
0.25609756097560976,Rv2864c-relF
0.29545454545454547,mpt53-Rv2879c
0.3625,Rv2891
0.23809523809523808,fdhD
0.31746031746031744,lppW
0.26229508196721313,mas
0.2647058823529412,fadD28
0.3157894736842105,fadD29
0.27586206896551724,fadD29-Rv2951c
0.2926829268292683,Rv2952
0.28,Rv2957-Rv2958c
0.30158730158730157,purU
0.3055555555555556,pfkA-gatA
0.2535211267605634,Rv3015c
0.3230769230769231,Rv3047c
0.3291139240506329,nrdE
0.23684210526315788,nrdH-Rv3054c
0.27848101265822783,pgmA
0.29577464788732394,Rv3081
0.27419354838709675,Rv3081-virS
0.3076923076923077,fadB4-Rv3142c
0.24719101123595505,Rv3142c-Rv3143
0.29069767441860467,Rv3173c-Rv3174
0.31343283582089554,Rv3174
0.2413793103448276,Rv3179-Rv3180c
0.1875,Rv3181c-Rv3182
0.2972972972972973,nudC
0.1875,Rv3201c
0.29411764705882354,Rv3202c
0.27941176470588236,Rv3220c
0.19718309859154928,Rv3236c
0.14102564102564102,secA1
0.2835820895522388,mtrB
0.22666666666666666,Rv3263
0.22641509433962265,Rv3272
0.2753623188405797,Rv3282
0.31343283582089554,sseA
0.3125,pcd
0.38095238095238093,lhr
0.3387096774193548,sdhD
0.3424657534246575,Rv3346c-PPE55
0.2833333333333333,Rv3359-Rv3360
0.2222222222222222,Rv3365c
0.22857142857142856,spoU
0.3114754098360656,spoU-PE_PGRS51
0.2619047619047619,idsB-vapC46
0.3157894736842105,htdY
0.3,Rv3395c-Rv3395A
0.3275862068965517,Rv3402c
0.32051282051282054,vapB47
0.3026315789473684,choD
0.2702702702702703,guaB2
0.3181818181818182,Rv3424c
0.3253012048192771,Rv3433c
0.2638888888888889,esxU
0.29310344827586204,Rv3446c
0.35714285714285715,mycP4
0.2125,rmlC
0.24,Rv3475-kgtP
0.3076923076923077,lipF
0.2638888888888889,otsA
0.32,mce4C
0.30434782608695654,fadE27
0.3253012048192771,fadD19
0.24615384615384617,ltp3
0.27586206896551724,Rv3531c
0.24,PPE61-PPE62
0.234375,kstD
0.2926829268292683,ltp2
0.3142857142857143,fdxB
0.27941176470588236,fadE30-fadD3
0.23809523809523808,Rv3591c
0.3584905660377358,lysS
0.273972602739726,Rv3611
0.3013698630136986,espA-ephA
0.3770491803278688,Rv3618
0.28378378378378377,esxV
0.38571428571428573,esxW
0.31666666666666665,Rv3635
0.3170731707317073,Rv3635-Rv3636
0.20270270270270271,nth
0.345679012345679,crp
0.20253164556962025,crp-Rv3677c
0.28,Rv3680
0.23880597014925373,ponA2
0.2923076923076923,Rv3691
0.2923076923076923,Rv3693
0.23529411764705882,recR
0.3333333333333333,Rv3722c
0.28,cut5b
0.25,Rv3725
0.22727272727272727,Rv3727
0.3076923076923077,Rv3729
0.22058823529411764,PPE67-Rv3740c
0.2714285714285714,Rv3747-Rv3748
0.234375,proV
0.31666666666666665,proX
0.35526315789473684,Rv3769-Rv3770c
0.3108108108108108,Rv3773c
0.3050847457627119,echA21
0.22535211267605634,Rv3776
0.2972972972972973,glfT1
0.2727272727272727,Rv3788
0.23809523809523808,fadE35
0.2923076923076923,pks13
0.31666666666666665,fadD32
0.21052631578947367,fadD32-Rv3802c
0.32142857142857145,aftB
0.3484848484848485,aftB-ubiA
0.24,papA2
0.2857142857142857,fadD23
0.26865671641791045,Rv3835
0.3709677419354839,Rv3837c
0.27380952380952384,ncrMT3949
0.23529411764705882,MTS2975-Rv3844
0.3333333333333333,Rv3845-sodA
0.3023255813953488,ethR
0.22727272727272727,Rv3857c-gltD
0.21518987341772153,gltB-Rv3860
0.359375,Rv3863-espE
0.29333333333333333,espK
0.2535211267605634,espK-espL
0.27941176470588236,mutT4
0.23880597014925373,gid
0.25396825396825395,Rv3920c-Rv3921c
0.2112676056338028,Rv0191
0.3484848484848485,aftD
0.25842696629213485,PE_PGRS9-PE_PGRS10
0.27631578947368424,PE_PGRS17-Rv0979c
0.2692307692307692,PE_PGRS18-mprA
0.234375,pks12
0.32,esxP
0.24615384615384617,PPE55-Rv3348
0.23076923076923078,embR
0.2987012987012987,pstP
0.2375,Rv0080
0.2702702702702703,Rv0093c
0.2857142857142857,fadD5
0.20833333333333334,Rv0192A
0.2711864406779661,Rv0193c
0.313953488372093,Rv0197
0.3372093023255814,Rv0205
0.1927710843373494,Rv0257
0.2465753424657534,Rv0275c
0.2647058823529412,Rv0312
0.30666666666666664,iniA
0.273972602739726,Rv0359
0.2542372881355932,Rv0370c
0.2463768115942029,Rv0377
0.2692307692307692,purT
0.23214285714285715,ctpH
0.2736842105263158,Rv0431
0.3181818181818182,Rv0434
0.28,moeA2
0.25925925925925924,Rv0484c
0.2898550724637681,proC
0.3150684931506849,mce2C
0.23529411764705882,lpqO
0.2638888888888889,Rv0610c
0.2875,Rv0621
0.2727272727272727,rplO
0.2318840579710145,xylB
0.2191780821917808,purB
0.21428571428571427,Rv0818
0.3170731707317073,Rv0822c
0.25263157894736843,Rv0851c
0.27631578947368424,Rv0909
0.3375,pstS2
0.2631578947368421,sucD
0.3188405797101449,mprA
0.18181818181818182,Rv0992c
0.2535211267605634,moeA1
0.2894736842105263,Rv0996
0.29333333333333333,pabB
0.20634920634920634,Rv1012
0.32432432432432434,lpqU
0.2976190476190476,pra
0.3150684931506849,ppdK
0.2857142857142857,Rv1178
0.34615384615384615,esxL
0.2413793103448276,Rv1215c
0.3076923076923077,Rv1226c
0.27941176470588236,Rv1250
0.2777777777777778,deaD
0.24615384615384617,Rv1262c
0.2463768115942029,lprB
0.2857142857142857,Rv1301
0.29577464788732394,glgB
0.3108108108108108,glgP
0.30303030303030304,moeY
0.3,Rv1375
0.2857142857142857,carB
0.3275862068965517,vapC10
0.3194444444444444,fmu
0.2463768115942029,ribG
0.31343283582089554,Rv1425
0.38028169014084506,echA12
0.27692307692307694,Rv1504c
0.3181818181818182,mmpL6
0.2702702702702703,nadC
0.3,Rv1624c
0.3333333333333333,pks9
0.36486486486486486,cmr
0.2535211267605634,Rv1707
0.3582089552238806,Rv1708
0.2711864406779661,narX
0.21875,bacA
0.36904761904761907,Rv1870c
0.3114754098360656,lppD
0.3125,aao
0.225,Rv1949c
0.2876712328767123,Rv1979c
0.29310344827586204,Rv1998c
0.208955223880597,Rv2036
0.2753623188405797,Rv2083
0.2597402597402597,Rv2106-PE22
0.28125,mptA
0.30985915492957744,fadD15
0.2602739726027397,cobS
0.2537313432835821,Rv2227
0.19047619047619047,Rv2240c
0.2878787878787879,sseB
0.34285714285714286,Rv2306A
0.2857142857142857,mez
0.17142857142857143,zur
0.2777777777777778,Rv2395
0.2571428571428571,Rv2415c
0.328125,Rv2434c
0.2647058823529412,tig
0.22077922077922077,Rv2478c-Rv2479c
0.26744186046511625,plsC
0.29577464788732394,nusB
0.37142857142857144,Rv2559c
0.22058823529411764,Rv2599
0.3333333333333333,Rv2628
0.25,Rv2660c
0.25,Rv2668
0.21428571428571427,Rv2683
0.39655172413793105,Rv2690c
0.38571428571428573,Rv2714
0.14084507042253522,lppV
0.2702702702702703,Rv2813
0.21333333333333335,Rv2837c
0.2441860465116279,Rv2877c
0.2535211267605634,fadD26
0.20270270270270271,ppsB
0.3076923076923077,ppsE
0.30357142857142855,drrA
0.2692307692307692,pks15
0.2608695652173913,gatA
0.25333333333333335,Rv3096
0.24242424242424243,fprA
0.22641509433962265,devS
0.2911392405063291,pflA
0.20270270270270271,nuoI
0.24358974358974358,Rv3178-Rv3179
0.21311475409836064,Rv3190c
0.23529411764705882,Rv3193c
0.19444444444444445,Rv3200c
0.24561403508771928,lpqB
